name,seed,weights,filtered,embed_dim,lamda,wandb_group,wandb_project,NINO_ds_acc,NIFO_ds_acc,NI_h2h_d50,NO_h2h_d50,NI_h2h_d512,NO_h2h_d512,test_triplet_acc,test_1nn_acc,rNINO_ds_acc,align,num,test_clf_acc
MTL0.2,1,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.25,wv_3d_square_num_filtered,0.9200000166893004,0.9925000071525574,0.88,0.9783333333333334,0.8150000000000001,0.9341666666666666,0.9536082744598388,0.9975,0.9175000190734864,0.925,0.25,0
MTL0.8,1,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.25,wv_3d_square_num_filtered,0.9574999809265136,0.9950000047683716,0.8608333333333333,0.93875,0.7858333333333333,0.9095833333333332,0.9458763003349304,0.995,0.9574999809265136,0.925,0.25,0
TN,0,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.25,wv_3d_square_num_filtered,0.9024999737739564,0.4074999988079071,0.785,0.9920833333333332,0.6570833333333334,0.975,0.9579038023948668,0.995,0.4449999928474426,0.925,0.25,0
TN,1,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.125,wv_3d_square_num_filtered,0.8924999833106995,0.4375,0.6654166666666667,0.9858333333333332,0.55125,0.9683333333333332,0.934256076812744,0.9975,0.5375000238418579,0.925,0.125,0
MTL0.8,1,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.125,wv_3d_square_num_filtered,0.9350000023841858,0.9975000023841858,0.8483333333333333,0.9708333333333332,0.7658333333333333,0.9045833333333334,0.9515570998191832,0.9975,0.9350000023841858,0.925,0.125,0
MTL0.5,0,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.25,wv_3d_square_num_filtered,0.9049999713897704,0.9975000023841858,0.86375,0.9341666666666666,0.7891666666666666,0.8958333333333334,0.9432989954948424,1.0,0.9049999713897704,0.925,0.25,0
MTL0.8,0,"[256, 1, 256, 256]",True,512,0.8,align=0.925_p=0.25,wv_3d_square_num_filtered,0.8999999761581421,0.9975000023841858,0.8583333333333333,0.9591666666666666,0.7816666666666666,0.90125,0.9501718282699584,0.9975,0.8999999761581421,0.925,0.25,0
MTL0.2,0,"[256, 1, 256, 256]",True,512,0.2,align=0.925_p=0.25,wv_3d_square_num_filtered,0.9350000023841858,0.9975000023841858,0.8854166666666666,0.9666666666666668,0.81875,0.9258333333333332,0.9527491331100464,0.9975,0.9350000023841858,0.925,0.25,0
MTL0.5,1,"[256, 1, 256, 256]",True,512,0.5,align=0.925_p=0.125,wv_3d_square_num_filtered,0.9424999952316284,0.9950000047683716,0.8262499999999999,0.95625,0.7454166666666667,0.9258333333333332,0.9377162456512452,0.9975,0.9424999952316284,0.925,0.125,0
TN,0,"[256, 1, 256, 256]",True,512,0.0,align=0.925_p=0.125,wv_3d_square_num_filtered,0.8974999785423279,0.4600000083446502,0.7374999999999999,0.9770833333333334,0.5979166666666667,0.95375,0.9411764740943908,1.0,0.47999998927116394,0.925,0.125,0
