split_pool,fold,condition,q_a,q_p,q_n,pred,pred_time
dc4,NIFO,mtl1_d512,img/bm/test/1/147.jpg,img/bm/train/1/153.jpg,img/bm/train/0/51.jpg,1,3.536657
dc4,NIFO,mtl1_d512,img/bm/test/0/99.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,1.547383
dc4,NIFO,mtl1_d512,img/bm/test/0/97.jpg,img/bm/train/0/83.jpg,img/bm/train/1/166.jpg,1,2.339728
dc4,NIFO,mtl1_d512,img/bm/test/1/142.jpg,img/bm/train/1/128.jpg,img/bm/train/0/51.jpg,1,1.599423
dc4,NIFO,mtl1_d512,img/bm/test/0/43.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,2.588753
dc4,NIFO,mtl1_d512,img/bm/test/0/95.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,1,2.248476
dc4,NIFO,mtl1_d512,img/bm/test/0/98.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,2.27971
dc4,NIFO,mtl1_d512,img/bm/test/1/193.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,-1.0
dc4,NIFO,mtl1_d512,img/bm/test/1/144.jpg,img/bm/train/1/139.jpg,img/bm/train/0/7.jpg,0,4.258624
dc4,NIFO,mtl1_d512,img/bm/test/1/147.jpg,img/bm/train/1/153.jpg,img/bm/train/0/51.jpg,1,6.459722
dc4,NIFO,mtl1_d512,img/bm/test/0/47.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,1,11.852087
dc4,NIFO,mtl1_d512,img/bm/test/0/99.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,4.973582
dc4,NIFO,mtl1_d512,img/bm/test/1/148.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,2.057806
dc4,NIFO,mtl1_d512,img/bm/test/0/91.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,1,5.676644
dc4,NIFO,mtl1_d512,img/bm/test/1/140.jpg,img/bm/train/1/172.jpg,img/bm/train/0/51.jpg,1,4.478634
dc4,NIFO,mtl1_d512,img/bm/test/1/192.jpg,img/bm/train/1/137.jpg,img/bm/train/0/51.jpg,1,2.863603
dc4,NIFO,mtl1_d512,img/bm/test/0/40.jpg,img/bm/train/0/12.jpg,img/bm/train/1/173.jpg,0,2.020767
dc4,NIFO,mtl1_d512,img/bm/test/1/197.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,1.999142
dc4,NIFO,mtl1_d512,img/bm/test/1/145.jpg,img/bm/train/1/107.jpg,img/bm/train/0/51.jpg,1,1.728222
dc4,NIFO,mtl1_d512,img/bm/test/1/199.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,1.734045
dc4,NIFO,mtl1_d512,img/bm/test/0/46.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,16.855131
dc4,NIFO,mtl1_d512,img/bm/test/0/93.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,3.906379
dc4,NIFO,mtl1_d512,img/bm/test/1/198.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,3.761659
dc4,NIFO,mtl1_d512,img/bm/test/0/44.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,9.590701
dc4,NIFO,mtl1_d512,img/bm/test/1/149.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,3.496072
dc4,NIFO,mtl1_d512,img/bm/test/1/196.jpg,img/bm/train/1/127.jpg,img/bm/train/0/51.jpg,1,2.456027
dc4,NIFO,mtl1_d512,img/bm/test/0/43.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,3.736637
dc4,NIFO,mtl1_d512,img/bm/test/0/95.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,1,3.080618
dc4,NIFO,mtl1_d512,img/bm/test/0/90.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,8.181287
dc4,NIFO,mtl1_d512,img/bm/test/0/92.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,3.766366
dc4,NIFO,mtl1_d512,img/bm/test/0/94.jpg,img/bm/train/0/54.jpg,img/bm/train/1/173.jpg,0,3.69626
dc4,NIFO,mtl1_d512,img/bm/test/0/49.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,3.770107
dc4,NIFO,mtl1_d512,img/bm/test/1/146.jpg,img/bm/train/1/152.jpg,img/bm/train/0/51.jpg,1,2.708249
dc4,NIFO,mtl1_d512,img/bm/test/0/96.jpg,img/bm/train/0/18.jpg,img/bm/train/1/173.jpg,0,9.271365
dc4,NIFO,mtl1_d512,img/bm/test/0/42.jpg,img/bm/train/0/83.jpg,img/bm/train/1/173.jpg,0,4.728116
dc4,NIFO,mtl1_d512,img/bm/test/0/48.jpg,img/bm/train/0/54.jpg,img/bm/train/1/173.jpg,0,4.825398
dc4,NIFO,mtl1_d512,img/bm/test/1/141.jpg,img/bm/train/1/137.jpg,img/bm/train/0/51.jpg,1,2.598556
dc4,NIFO,mtl1_d512,img/bm/test/1/190.jpg,img/bm/train/1/137.jpg,img/bm/train/0/7.jpg,1,8.360303
dc4,NIFO,mtl1_d512,img/bm/test/0/41.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,4.616283
dc4,NIFO,mtl1_d512,img/bm/test/1/142.jpg,img/bm/train/1/128.jpg,img/bm/train/0/51.jpg,1,2.688716
dc4,NIFO,mtl1_d512,img/bm/test/0/97.jpg,img/bm/train/0/83.jpg,img/bm/train/1/166.jpg,1,4.77498
dc4,NIFO,mtl1_d512,img/bm/test/0/45.jpg,img/bm/train/0/71.jpg,img/bm/train/1/166.jpg,0,4.61564
dc4,NIFO,mtl1_d512,img/bm/test/1/191.jpg,img/bm/train/1/120.jpg,img/bm/train/0/51.jpg,1,2.903118
dc4,NIFO,mtl1_d512,img/bm/test/1/194.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,2.959476
dc4,NIFO,mtl1_d512,img/bm/test/0/98.jpg,img/bm/train/0/71.jpg,img/bm/train/1/173.jpg,0,3.618334
dc4,NIFO,mtl1_d512,img/bm/test/1/195.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,6.613547
dc4,NIFO,mtl1_d512,img/bm/test/1/143.jpg,img/bm/train/1/139.jpg,img/bm/train/0/51.jpg,1,3.976304
dc0,RIRO,random,img/bm/test/0/44.jpg,img/bm/train/0/84.jpg,img/bm/train/1/183.jpg,0,-1.0
dc0,RIRO,random,img/bm/test/1/144.jpg,img/bm/train/0/61.jpg,img/bm/train/1/114.jpg,0,3.981686
dc0,RIRO,random,img/bm/test/0/93.jpg,img/bm/train/0/59.jpg,img/bm/train/1/136.jpg,0,3.332515
dc0,RIRO,random,img/bm/test/1/194.jpg,img/bm/train/0/0.jpg,img/bm/train/1/180.jpg,1,4.421458
dc0,RIRO,random,img/bm/test/1/193.jpg,img/bm/train/0/28.jpg,img/bm/train/1/172.jpg,1,2.233188
dc0,RIRO,random,img/bm/test/1/198.jpg,img/bm/train/0/35.jpg,img/bm/train/1/102.jpg,1,3.834565
dc0,RIRO,random,img/bm/test/1/142.jpg,img/bm/train/0/2.jpg,img/bm/train/1/101.jpg,1,2.486658
dc0,RIRO,random,img/bm/test/1/141.jpg,img/bm/train/0/60.jpg,img/bm/train/1/107.jpg,1,2.655746
dc0,RIRO,random,img/bm/test/1/140.jpg,img/bm/train/0/8.jpg,img/bm/train/1/101.jpg,1,2.263347
dc0,RIRO,random,img/bm/test/0/46.jpg,img/bm/train/0/74.jpg,img/bm/train/1/153.jpg,0,3.023259
dc0,RIRO,random,img/bm/test/1/148.jpg,img/bm/train/0/59.jpg,img/bm/train/1/171.jpg,1,4.45581
dc0,RIRO,random,img/bm/test/1/197.jpg,img/bm/train/0/8.jpg,img/bm/train/1/127.jpg,1,4.426441
dc0,RIRO,random,img/bm/test/0/96.jpg,img/bm/train/0/12.jpg,img/bm/train/1/177.jpg,0,3.397935
dc0,RIRO,random,img/bm/test/0/48.jpg,img/bm/train/0/51.jpg,img/bm/train/1/114.jpg,0,4.094992
dc0,RIRO,random,img/bm/test/1/192.jpg,img/bm/train/0/5.jpg,img/bm/train/1/108.jpg,1,1.853668
dc0,RIRO,random,img/bm/test/1/143.jpg,img/bm/train/0/11.jpg,img/bm/train/1/132.jpg,1,2.715546
dc0,RIRO,random,img/bm/test/1/196.jpg,img/bm/train/0/59.jpg,img/bm/train/1/169.jpg,1,1.89731
dc0,RIRO,random,img/bm/test/0/95.jpg,img/bm/train/0/7.jpg,img/bm/train/1/127.jpg,1,2.837895
dc0,RIRO,random,img/bm/test/1/190.jpg,img/bm/train/0/77.jpg,img/bm/train/1/168.jpg,1,3.064377
dc0,RIRO,random,img/bm/test/0/40.jpg,img/bm/train/0/75.jpg,img/bm/train/1/150.jpg,0,3.373137
dc0,RIRO,random,img/bm/test/1/145.jpg,img/bm/train/0/72.jpg,img/bm/train/1/177.jpg,0,3.181853
dc0,RIRO,random,img/bm/test/1/149.jpg,img/bm/train/0/61.jpg,img/bm/train/1/119.jpg,1,2.318246
dc0,RIRO,random,img/bm/test/0/90.jpg,img/bm/train/0/54.jpg,img/bm/train/1/105.jpg,0,2.726774
dc0,RIRO,random,img/bm/test/0/41.jpg,img/bm/train/0/54.jpg,img/bm/train/1/124.jpg,0,2.790412
dc0,RIRO,random,img/bm/test/0/42.jpg,img/bm/train/0/34.jpg,img/bm/train/1/116.jpg,0,2.076786
dc0,RIRO,random,img/bm/test/1/146.jpg,img/bm/train/0/51.jpg,img/bm/train/1/150.jpg,1,2.154691
dc0,RIRO,random,img/bm/test/0/94.jpg,img/bm/train/0/81.jpg,img/bm/train/1/101.jpg,0,5.317691
dc0,RIRO,random,img/bm/test/0/92.jpg,img/bm/train/0/57.jpg,img/bm/train/1/175.jpg,0,2.834789
dc0,RIRO,random,img/bm/test/1/199.jpg,img/bm/train/0/11.jpg,img/bm/train/1/170.jpg,1,2.011403
dc0,RIRO,random,img/bm/test/0/45.jpg,img/bm/train/0/59.jpg,img/bm/train/1/135.jpg,1,2.064035
dc0,RIRO,random,img/bm/test/1/191.jpg,img/bm/train/0/87.jpg,img/bm/train/1/169.jpg,1,2.34544
dc0,RIRO,random,img/bm/test/0/47.jpg,img/bm/train/0/25.jpg,img/bm/train/1/130.jpg,0,2.327885
dc0,RIRO,random,img/bm/test/0/99.jpg,img/bm/train/0/60.jpg,img/bm/train/1/132.jpg,0,7.47255
dc0,RIRO,random,img/bm/test/0/49.jpg,img/bm/train/0/77.jpg,img/bm/train/1/130.jpg,0,6.129134
dc0,RIRO,random,img/bm/test/1/147.jpg,img/bm/train/0/71.jpg,img/bm/train/1/122.jpg,1,2.321043
dc0,RIRO,random,img/bm/test/0/97.jpg,img/bm/train/0/57.jpg,img/bm/train/1/182.jpg,0,2.667829
dc0,RIRO,random,img/bm/test/1/195.jpg,img/bm/train/0/29.jpg,img/bm/train/1/150.jpg,1,2.234448
dc0,RIRO,random,img/bm/test/0/98.jpg,img/bm/train/0/60.jpg,img/bm/train/1/174.jpg,1,2.385541
dc0,RIRO,random,img/bm/test/0/43.jpg,img/bm/train/0/72.jpg,img/bm/train/1/122.jpg,0,2.358248
dc0,RIRO,random,img/bm/test/0/91.jpg,img/bm/train/0/87.jpg,img/bm/train/1/163.jpg,0,2.054125
dc0,RIRO,random,img/bm/test/1/197.jpg,img/bm/train/0/54.jpg,img/bm/train/1/189.jpg,1,-1.0
dc0,RIRO,random,img/bm/test/1/144.jpg,img/bm/train/0/84.jpg,img/bm/train/1/119.jpg,1,6.816023
dc0,RIRO,random,img/bm/test/0/45.jpg,img/bm/train/0/31.jpg,img/bm/train/1/173.jpg,1,7.515786
dc0,RIRO,random,img/bm/test/0/40.jpg,img/bm/train/0/17.jpg,img/bm/train/1/178.jpg,0,5.73071
dc0,RIRO,random,img/bm/test/0/92.jpg,img/bm/train/0/53.jpg,img/bm/train/1/154.jpg,0,9.414545
dc0,RIRO,random,img/bm/test/1/192.jpg,img/bm/train/0/61.jpg,img/bm/train/1/124.jpg,0,8.924499
dc0,RIRO,random,img/bm/test/0/43.jpg,img/bm/train/0/24.jpg,img/bm/train/1/177.jpg,0,2.083786
dc0,RIRO,random,img/bm/test/0/93.jpg,img/bm/train/0/57.jpg,img/bm/train/1/174.jpg,0,6.395482
dc0,RIRO,random,img/bm/test/0/97.jpg,img/bm/train/0/80.jpg,img/bm/train/1/188.jpg,0,4.119951
dc0,RIRO,random,img/bm/test/0/49.jpg,img/bm/train/0/67.jpg,img/bm/train/1/183.jpg,1,7.198976
dc0,RIRO,random,img/bm/test/0/91.jpg,img/bm/train/0/11.jpg,img/bm/train/1/170.jpg,1,5.502666
dc0,RIRO,random,img/bm/test/1/194.jpg,img/bm/train/0/79.jpg,img/bm/train/1/128.jpg,1,4.216002
dc0,RIRO,random,img/bm/test/1/143.jpg,img/bm/train/0/18.jpg,img/bm/train/1/168.jpg,0,3.848852
dc0,RIRO,random,img/bm/test/1/145.jpg,img/bm/train/0/89.jpg,img/bm/train/1/120.jpg,1,6.653621
dc0,RIRO,random,img/bm/test/0/48.jpg,img/bm/train/0/4.jpg,img/bm/train/1/135.jpg,0,5.281079
dc0,RIRO,random,img/bm/test/1/149.jpg,img/bm/train/0/53.jpg,img/bm/train/1/106.jpg,1,6.530183
dc0,RIRO,random,img/bm/test/0/98.jpg,img/bm/train/0/70.jpg,img/bm/train/1/122.jpg,1,2.783126
dc0,RIRO,random,img/bm/test/1/193.jpg,img/bm/train/0/84.jpg,img/bm/train/1/177.jpg,1,3.537986
dc0,RIRO,random,img/bm/test/0/99.jpg,img/bm/train/0/25.jpg,img/bm/train/1/171.jpg,1,3.086741
dc0,RIRO,random,img/bm/test/0/95.jpg,img/bm/train/0/85.jpg,img/bm/train/1/131.jpg,0,3.234666
dc0,RIRO,random,img/bm/test/0/42.jpg,img/bm/train/0/55.jpg,img/bm/train/1/101.jpg,1,37.718614
dc0,RIRO,random,img/bm/test/1/147.jpg,img/bm/train/0/21.jpg,img/bm/train/1/171.jpg,0,8.864699
dc0,RIRO,random,img/bm/test/1/199.jpg,img/bm/train/0/77.jpg,img/bm/train/1/184.jpg,1,3.771582
dc0,RIRO,random,img/bm/test/1/195.jpg,img/bm/train/0/82.jpg,img/bm/train/1/110.jpg,1,3.755874
dc0,RIRO,random,img/bm/test/1/190.jpg,img/bm/train/0/52.jpg,img/bm/train/1/110.jpg,0,4.380657
dc0,RIRO,random,img/bm/test/0/90.jpg,img/bm/train/0/28.jpg,img/bm/train/1/116.jpg,0,4.323443
dc0,RIRO,random,img/bm/test/0/46.jpg,img/bm/train/0/76.jpg,img/bm/train/1/105.jpg,1,5.18455
dc0,RIRO,random,img/bm/test/0/96.jpg,img/bm/train/0/88.jpg,img/bm/train/1/105.jpg,0,2.191258
dc0,RIRO,random,img/bm/test/0/44.jpg,img/bm/train/0/26.jpg,img/bm/train/1/115.jpg,0,2.853893
dc0,RIRO,random,img/bm/test/1/196.jpg,img/bm/train/0/71.jpg,img/bm/train/1/189.jpg,1,2.554654
dc0,RIRO,random,img/bm/test/1/140.jpg,img/bm/train/0/56.jpg,img/bm/train/1/128.jpg,1,2.361676
dc0,RIRO,random,img/bm/test/1/141.jpg,img/bm/train/0/57.jpg,img/bm/train/1/161.jpg,1,4.767808
dc0,RIRO,random,img/bm/test/1/191.jpg,img/bm/train/0/8.jpg,img/bm/train/1/156.jpg,1,2.789621
dc0,RIRO,random,img/bm/test/0/94.jpg,img/bm/train/0/78.jpg,img/bm/train/1/119.jpg,0,3.421108
dc0,RIRO,random,img/bm/test/1/142.jpg,img/bm/train/0/13.jpg,img/bm/train/1/105.jpg,1,6.449585
dc0,RIRO,random,img/bm/test/1/146.jpg,img/bm/train/0/7.jpg,img/bm/train/1/132.jpg,1,2.661328
dc0,RIRO,random,img/bm/test/1/198.jpg,img/bm/train/0/21.jpg,img/bm/train/1/178.jpg,1,2.246731
dc0,RIRO,random,img/bm/test/0/41.jpg,img/bm/train/0/52.jpg,img/bm/train/1/182.jpg,1,4.589077
dc0,RIRO,random,img/bm/test/0/47.jpg,img/bm/train/0/57.jpg,img/bm/train/1/168.jpg,0,5.145008
dc0,RIRO,random,img/bm/test/1/148.jpg,img/bm/train/0/82.jpg,img/bm/train/1/120.jpg,1,2.505045
dc2,NIFO,mtlx_f_d50,img/bm/test/0/95.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,-1.0
dc2,NIFO,mtlx_f_d50,img/bm/test/1/141.jpg,img/bm/train/1/107.jpg,img/bm/train/0/59.jpg,1,3.022001
dc2,NIFO,mtlx_f_d50,img/bm/test/0/40.jpg,img/bm/train/0/35.jpg,img/bm/train/1/178.jpg,0,1.969574
dc2,NIFO,mtlx_f_d50,img/bm/test/1/142.jpg,img/bm/train/1/107.jpg,img/bm/train/0/59.jpg,1,2.319404
dc2,NIFO,mtlx_f_d50,img/bm/test/0/90.jpg,img/bm/train/0/83.jpg,img/bm/train/1/122.jpg,1,4.836788
dc2,NIFO,mtlx_f_d50,img/bm/test/0/99.jpg,img/bm/train/0/77.jpg,img/bm/train/1/161.jpg,0,1.506394
dc2,NIFO,mtlx_f_d50,img/bm/test/0/48.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,1.500785
dc2,NIFO,mtlx_f_d50,img/bm/test/1/191.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,0,1.386167
dc2,NIFO,mtlx_f_d50,img/bm/test/0/45.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.733379
dc2,NIFO,mtlx_f_d50,img/bm/test/1/192.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.501989
dc2,NIFO,mtlx_f_d50,img/bm/test/0/49.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,1.386055
dc2,NIFO,mtlx_f_d50,img/bm/test/1/146.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,1.264974
dc2,NIFO,mtlx_f_d50,img/bm/test/1/197.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,1.637515
dc2,NIFO,mtlx_f_d50,img/bm/test/0/47.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,4.016438
dc2,NIFO,mtlx_f_d50,img/bm/test/0/97.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,2.993968
dc2,NIFO,mtlx_f_d50,img/bm/test/1/190.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.462166
dc2,NIFO,mtlx_f_d50,img/bm/test/1/140.jpg,img/bm/train/1/139.jpg,img/bm/train/0/59.jpg,1,1.864939
dc2,NIFO,mtlx_f_d50,img/bm/test/1/196.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.301444
dc2,NIFO,mtlx_f_d50,img/bm/test/0/96.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.990794
dc2,NIFO,mtlx_f_d50,img/bm/test/0/41.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,1.20915
dc2,NIFO,mtlx_f_d50,img/bm/test/0/92.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,1.631145
dc2,NIFO,mtlx_f_d50,img/bm/test/0/42.jpg,img/bm/train/0/18.jpg,img/bm/train/1/178.jpg,0,1.357483
dc2,NIFO,mtlx_f_d50,img/bm/test/1/144.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,1.748722
dc2,NIFO,mtlx_f_d50,img/bm/test/1/147.jpg,img/bm/train/1/102.jpg,img/bm/train/0/59.jpg,1,1.9292
dc2,NIFO,mtlx_f_d50,img/bm/test/1/195.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.235017
dc2,NIFO,mtlx_f_d50,img/bm/test/0/94.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,1.232392
dc2,NIFO,mtlx_f_d50,img/bm/test/0/43.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.616282
dc2,NIFO,mtlx_f_d50,img/bm/test/1/193.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,1.277366
dc2,NIFO,mtlx_f_d50,img/bm/test/0/44.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,1.415225
dc2,NIFO,mtlx_f_d50,img/bm/test/0/91.jpg,img/bm/train/0/77.jpg,img/bm/train/1/161.jpg,0,1.391424
dc2,NIFO,mtlx_f_d50,img/bm/test/1/149.jpg,img/bm/train/1/114.jpg,img/bm/train/0/85.jpg,1,1.668549
dc2,NIFO,mtlx_f_d50,img/bm/test/1/198.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.348178
dc2,NIFO,mtlx_f_d50,img/bm/test/1/194.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.200035
dc2,NIFO,mtlx_f_d50,img/bm/test/1/199.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,1.364407
dc2,NIFO,mtlx_f_d50,img/bm/test/0/46.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,1.404206
dc2,NIFO,mtlx_f_d50,img/bm/test/1/145.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,1.280817
dc2,NIFO,mtlx_f_d50,img/bm/test/1/148.jpg,img/bm/train/1/139.jpg,img/bm/train/0/59.jpg,1,1.505566
dc2,NIFO,mtlx_f_d50,img/bm/test/0/93.jpg,img/bm/train/0/87.jpg,img/bm/train/1/161.jpg,0,2.023521
dc2,NIFO,mtlx_f_d50,img/bm/test/0/98.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.61338
dc2,NIFO,mtlx_f_d50,img/bm/test/1/143.jpg,img/bm/train/1/137.jpg,img/bm/train/0/59.jpg,1,2.025494
dc2,NIFO,mtlx_f_d50,img/bm/test/1/140.jpg,img/bm/train/1/139.jpg,img/bm/train/0/59.jpg,1,-1.0
dc2,NIFO,mtlx_f_d50,img/bm/test/0/40.jpg,img/bm/train/0/35.jpg,img/bm/train/1/178.jpg,0,4.072756
dc2,NIFO,mtlx_f_d50,img/bm/test/0/90.jpg,img/bm/train/0/83.jpg,img/bm/train/1/122.jpg,0,8.398475
dc2,NIFO,mtlx_f_d50,img/bm/test/0/97.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,4.79935
dc2,NIFO,mtlx_f_d50,img/bm/test/0/49.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,3.083343
dc2,NIFO,mtlx_f_d50,img/bm/test/1/141.jpg,img/bm/train/1/107.jpg,img/bm/train/0/59.jpg,1,5.11452
dc2,NIFO,mtlx_f_d50,img/bm/test/1/144.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,6.170155
dc2,NIFO,mtlx_f_d50,img/bm/test/1/148.jpg,img/bm/train/1/139.jpg,img/bm/train/0/59.jpg,1,2.845409
dc2,NIFO,mtlx_f_d50,img/bm/test/0/95.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,3.146477
dc2,NIFO,mtlx_f_d50,img/bm/test/0/94.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,2.284241
dc2,NIFO,mtlx_f_d50,img/bm/test/1/191.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,2.989959
dc2,NIFO,mtlx_f_d50,img/bm/test/0/98.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,3.168818
dc2,NIFO,mtlx_f_d50,img/bm/test/0/99.jpg,img/bm/train/0/77.jpg,img/bm/train/1/161.jpg,0,3.482863
dc2,NIFO,mtlx_f_d50,img/bm/test/0/96.jpg,img/bm/train/0/66.jpg,img/bm/train/1/161.jpg,0,5.905419
dc2,NIFO,mtlx_f_d50,img/bm/test/1/145.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,2.282805
dc2,NIFO,mtlx_f_d50,img/bm/test/1/147.jpg,img/bm/train/1/102.jpg,img/bm/train/0/59.jpg,1,3.342055
dc2,NIFO,mtlx_f_d50,img/bm/test/1/142.jpg,img/bm/train/1/107.jpg,img/bm/train/0/59.jpg,1,2.439867
dc2,NIFO,mtlx_f_d50,img/bm/test/0/48.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,3.464057
dc2,NIFO,mtlx_f_d50,img/bm/test/0/45.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,4.694157
dc2,NIFO,mtlx_f_d50,img/bm/test/0/93.jpg,img/bm/train/0/87.jpg,img/bm/train/1/161.jpg,0,2.64952
dc2,NIFO,mtlx_f_d50,img/bm/test/0/47.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.89646
dc2,NIFO,mtlx_f_d50,img/bm/test/1/196.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.345676
dc2,NIFO,mtlx_f_d50,img/bm/test/1/192.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.269153
dc2,NIFO,mtlx_f_d50,img/bm/test/1/199.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.079065
dc2,NIFO,mtlx_f_d50,img/bm/test/1/197.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,1.949982
dc2,NIFO,mtlx_f_d50,img/bm/test/1/143.jpg,img/bm/train/1/137.jpg,img/bm/train/0/59.jpg,1,2.898796
dc2,NIFO,mtlx_f_d50,img/bm/test/1/193.jpg,img/bm/train/1/175.jpg,img/bm/train/0/13.jpg,1,3.874253
dc2,NIFO,mtlx_f_d50,img/bm/test/1/146.jpg,img/bm/train/1/139.jpg,img/bm/train/0/85.jpg,1,2.143734
dc2,NIFO,mtlx_f_d50,img/bm/test/0/41.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.165696
dc2,NIFO,mtlx_f_d50,img/bm/test/1/194.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.055088
dc2,NIFO,mtlx_f_d50,img/bm/test/1/149.jpg,img/bm/train/1/114.jpg,img/bm/train/0/85.jpg,1,2.820845
dc2,NIFO,mtlx_f_d50,img/bm/test/1/195.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.376561
dc2,NIFO,mtlx_f_d50,img/bm/test/1/190.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.221163
dc2,NIFO,mtlx_f_d50,img/bm/test/0/42.jpg,img/bm/train/0/18.jpg,img/bm/train/1/178.jpg,0,2.707713
dc2,NIFO,mtlx_f_d50,img/bm/test/0/92.jpg,img/bm/train/0/83.jpg,img/bm/train/1/161.jpg,0,3.152692
dc2,NIFO,mtlx_f_d50,img/bm/test/1/198.jpg,img/bm/train/1/175.jpg,img/bm/train/0/51.jpg,1,2.064911
dc2,NIFO,mtlx_f_d50,img/bm/test/0/44.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.60466
dc2,NIFO,mtlx_f_d50,img/bm/test/0/91.jpg,img/bm/train/0/77.jpg,img/bm/train/1/161.jpg,0,2.490175
dc2,NIFO,mtlx_f_d50,img/bm/test/0/46.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.076193
dc2,NIFO,mtlx_f_d50,img/bm/test/0/43.jpg,img/bm/train/0/36.jpg,img/bm/train/1/178.jpg,0,2.086682
